"","artist_name","Valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","album_name","album_release_year"
"982","Taylor Swift",0.742,0.708,0.601,-3.75,0.0306,0.101,0.0979,118.962,"Speak Now","Speak Now (Deluxe Package)",2010
"983","Taylor Swift",0.126,0.583,0.468,-5.378,0.0278,0.183,0.111,119.375,"Dear John","Speak Now (Deluxe Package)",2010
"984","Taylor Swift",0.808,0.57,0.747,-3.978,0.0426,0.445,0.219,164.004,"Mean","Speak Now (Deluxe Package)",2010
"985","Taylor Swift",0.84,0.575,0.855,-4.827,0.0467,0.000315,0.0419,139.92,"The Story Of Us","Speak Now (Deluxe Package)",2010
"986","Taylor Swift",0.547,0.715,0.308,-8.829,0.0305,0.829,0.16,124.899,"Never Grow Up","Speak Now (Deluxe Package)",2010
"987","Taylor Swift",0.228,0.535,0.618,-3.913,0.0273,0.0716,0.169,81.975,"Enchanted","Speak Now (Deluxe Package)",2010
"988","Taylor Swift",0.652,0.519,0.917,-3.185,0.0887,0.0167,0.359,145.882,"Better Than Revenge","Speak Now (Deluxe Package)",2010
"989","Taylor Swift",0.186,0.553,0.604,-5.295,0.0258,0.202,0.125,133.989,"Innocent","Speak Now (Deluxe Package)",2010
"990","Taylor Swift",0.361,0.434,0.944,-2.641,0.0581,0.0769,0.151,162.02,"Haunted","Speak Now (Deluxe Package)",2010
"991","Taylor Swift",0.208,0.359,0.329,-9.531,0.0293,0.581,0.0979,84.358,"Last Kiss","Speak Now (Deluxe Package)",2010
"992","Taylor Swift",0.146,0.412,0.682,-4.319,0.0339,0.0426,0.106,203.959,"Long Live","Speak Now (Deluxe Package)",2010
"993","Taylor Swift",0.192,0.61,0.556,-7.369,0.0285,0.505,0.0851,159.838,"Ours","Speak Now (Deluxe Package)",2010
"994","Taylor Swift",0.257,0.515,0.724,-3.498,0.0267,0.154,0.269,147.788,"If This Was A Movie","Speak Now (Deluxe Package)",2010
"995","Taylor Swift",0.547,0.582,0.817,-3.718,0.0337,0.0187,0.101,131.983,"Superman","Speak Now (Deluxe Package)",2010
"996","Taylor Swift",0.333,0.541,0.451,-6.522,0.027,0.731,0.197,141.713,"Back To December - Acoustic","Speak Now (Deluxe Package)",2010
"997","Taylor Swift",0.314,0.574,0.462,-5.124,0.0252,0.841,0.28,80.858,"Haunted - Acoustic Version","Speak Now (Deluxe Package)",2010
"998","Taylor Swift",0.672,0.621,0.78,-2.934,0.0297,0.00327,0.184,121.038,"Mine","Speak Now (Deluxe Package)",2010
"999","Taylor Swift",0.281,0.525,0.676,-4.684,0.0294,0.113,0.294,141.95,"Back To December","Speak Now (Deluxe Package)",2010
"1000","Taylor Swift",0.649,0.546,0.809,-3.621,0.041,0.00487,0.0437,139.91,"The Story Of Us","Speak Now (Deluxe Package)",2010
"1001","Taylor Swift",0.433,0.598,0.705,-4.394,0.0275,0.037,0.304,100.019,"Fearless","Fearless",2008
"1002","Taylor Swift",0.209,0.56,0.636,-4.453,0.0262,0.0602,0.148,95.431,"Fifteen","Fearless",2008
"1003","Taylor Swift",0.291,0.622,0.637,-5.401,0.0289,0.021,0.189,119.054,"Love Story","Fearless",2008
"1004","Taylor Swift",0.815,0.843,0.555,-7.359,0.0316,0.177,0.0977,116.001,"Hey Stephen","Fearless",2008
"1005","Taylor Swift",0.247,0.578,0.349,-8.025,0.0257,0.318,0.1,92.354,"White Horse","Fearless",2008
"1006","Taylor Swift",0.431,0.688,0.765,-4.451,0.0387,0.16,0.103,129.967,"You Belong With Me","Fearless",2008
"1007","Taylor Swift",0.16,0.491,0.479,-7.396,0.0269,0.395,0.122,148.305,"Breathe","Fearless",2008
"1008","Taylor Swift",0.512,0.606,0.85,-3.057,0.038,0.0689,0.363,99.978,"Tell Me Why","Fearless",2008
"1009","Taylor Swift",0.252,0.467,0.456,-4.155,0.0271,0.158,0.111,134.059,"You're Not Sorry","Fearless",2008
"1010","Taylor Swift",0.406,0.433,0.723,-3.751,0.0352,0.0345,0.125,160.92,"The Way I Loved You","Fearless",2008
"1011","Taylor Swift",0.501,0.607,0.826,-4.989,0.0584,0.0767,0.104,128.048,"Forever & Always","Fearless",2008
"1012","Taylor Swift",0.36,0.667,0.447,-8.572,0.0285,0.637,0.138,126.189,"The Best Day","Fearless",2008
"1013","Taylor Swift",0.237,0.536,0.768,-4.157,0.0361,0.00454,0.106,95.996,"Change","Fearless",2008
"1014","Taylor Swift",0.63,0.504,0.7,-4.826,0.0326,0.00623,0.342,177.822,"Our Song","Fearless",2008
"1015","Taylor Swift",0.154,0.513,0.547,-6.289,0.0257,0.017,0.117,99.942,"Teardrops On My Guitar","Fearless",2008
"1016","Taylor Swift",0.437,0.4,0.762,-4.411,0.039,0.00588,0.277,168.137,"Should've Said No","Fearless",2008
"1017","Taylor Swift",0.372,0.529,0.7,-3.303,0.026,0.383,0.0967,96.019,"Beautiful Eyes","Fearless",2008
"1018","Taylor Swift",0.802,0.661,0.859,-2.445,0.0315,0.0803,0.0926,105.583,"Picture To Burn - Radio Edit","Fearless",2008
"1019","Taylor Swift",0.543,0.557,0.935,-3.694,0.0675,0.00498,0.101,143.997,"I'm Only Me When I'm With You","Fearless",2008
"1020","Taylor Swift",0.64,0.706,0.818,-3.335,0.0267,0.0472,0.327,105.995,"I Heart ?","Fearless",2008
"1021","Taylor Swift",0.448,0.403,0.699,-4.412,0.0352,0.0393,0.303,200.056,"Fearless","Fearless",2008
"1022","Taylor Swift",0.208,0.558,0.634,-4.437,0.0267,0.0665,0.145,95.349,"Fifteen","Fearless",2008
"1023","Taylor Swift",0.269,0.618,0.637,-5.412,0.0289,0.0198,0.169,119.056,"Love Story","Fearless",2008
"1024","Taylor Swift",0.827,0.841,0.543,-7.338,0.0315,0.181,0.0903,115.994,"Hey Stephen","Fearless",2008
"1025","Taylor Swift",0.231,0.582,0.334,-8.035,0.026,0.272,0.102,92.71,"White Horse","Fearless",2008
"1026","Taylor Swift",0.414,0.69,0.774,-4.467,0.039,0.17,0.102,129.98,"You Belong With Me","Fearless",2008
"1027","Taylor Swift",0.156,0.487,0.476,-7.385,0.0279,0.388,0.135,147.913,"Breathe","Fearless",2008
"1028","Taylor Swift",0.492,0.607,0.854,-3.079,0.0386,0.0667,0.356,99.989,"Tell Me Why","Fearless",2008
"1029","Taylor Swift",0.302,0.469,0.46,-4.098,0.0273,0.141,0.113,133.956,"You're Not Sorry","Fearless",2008
"1030","Taylor Swift",0.419,0.434,0.719,-3.715,0.0331,0.0393,0.113,160.92,"The Way I Loved You","Fearless",2008
"1031","Taylor Swift",0.529,0.603,0.811,-4.98,0.0532,0.0883,0.101,128.007,"Forever & Always","Fearless",2008
"1032","Taylor Swift",0.383,0.668,0.448,-8.566,0.0286,0.639,0.14,126.074,"The Best Day","Fearless",2008
"1033","Taylor Swift",0.231,0.547,0.763,-4.206,0.0375,0.00418,0.107,96.018,"Change","Fearless",2008
"1034","Taylor Swift",0.651,0.522,0.691,-4.825,0.0307,0.00609,0.249,177.865,"Our Song","Fearless",2008
"1035","Taylor Swift",0.171,0.514,0.554,-6.338,0.0258,0.0174,0.118,99.947,"Teardrops On My Guitar","Fearless",2008
"1036","Taylor Swift",0.444,0.405,0.758,-4.385,0.0376,0.00585,0.246,168.077,"Should've Said No","Fearless",2008
"1037","Taylor Swift",0.324,0.696,0.827,-6.464,0.0313,0.00664,0.297,127.997,"Love Story - J Stax Radio Mix","Fearless",2008
"1038","Taylor Swift",0.472,0.593,0.705,-4.43,0.0269,0.0449,0.309,100.11,"Fearless","Fearless (International Version)",2008
"1039","Taylor Swift",0.207,0.555,0.648,-4.419,0.027,0.072,0.143,95.431,"Fifteen","Fearless (International Version)",2008
"1040","Taylor Swift",0.34,0.62,0.639,-5.398,0.0285,0.0186,0.206,119.055,"Love Story","Fearless (International Version)",2008
"1041","Taylor Swift",0.826,0.843,0.543,-7.364,0.0317,0.174,0.0968,116,"Hey Stephen","Fearless (International Version)",2008
"1042","Taylor Swift",0.212,0.587,0.342,-8.034,0.0257,0.298,0.106,92.71,"White Horse","Fearless (International Version)",2008
"1043","Taylor Swift",0.469,0.688,0.775,-4.436,0.0381,0.151,0.104,129.969,"You Belong With Me","Fearless (International Version)",2008
"1044","Taylor Swift",0.163,0.488,0.472,-7.39,0.0275,0.389,0.125,147.926,"Breathe","Fearless (International Version)",2008
"1045","Taylor Swift",0.476,0.606,0.848,-3.058,0.0374,0.0611,0.374,99.999,"Tell Me Why","Fearless (International Version)",2008
"1046","Taylor Swift",0.309,0.471,0.458,-4.137,0.027,0.145,0.108,133.96,"You're Not Sorry","Fearless (International Version)",2008
"1047","Taylor Swift",0.412,0.434,0.723,-3.748,0.0335,0.0315,0.125,160.872,"The Way I Loved You","Fearless (International Version)",2008
"1048","Taylor Swift",0.55,0.604,0.816,-5.002,0.0537,0.0788,0.164,128,"Forever & Always","Fearless (International Version)",2008
"1049","Taylor Swift",0.368,0.671,0.44,-8.561,0.0287,0.648,0.141,126.059,"The Best Day","Fearless (International Version)",2008
"1050","Taylor Swift",0.214,0.545,0.747,-4.231,0.037,0.00465,0.115,96.017,"Change","Fearless (International Version)",2008
"1051","Taylor Swift",0.664,0.516,0.696,-4.833,0.0301,0.00739,0.354,177.936,"Our Song - International Mix","Fearless (International Version)",2008
"1052","Taylor Swift",0.152,0.514,0.557,-6.307,0.0264,0.0178,0.114,99.974,"Teardrops On My Guitar - International Mix","Fearless (International Version)",2008
"1053","Taylor Swift",0.454,0.398,0.761,-4.382,0.0377,0.00505,0.234,168.092,"Should've Said No - International Mix","Fearless (International Version)",2008
"1054","Taylor Swift",0.476,0.594,0.712,-4.418,0.0273,0.04,0.309,99.972,"Fearless","Fearless",2008
"1055","Taylor Swift",0.203,0.556,0.651,-4.396,0.0266,0.067,0.145,95.485,"Fifteen","Fearless",2008
"1056","Taylor Swift",0.296,0.618,0.741,-3.95,0.031,0.17,0.0822,118.984,"Love Story","Fearless",2008
"1057","Taylor Swift",0.831,0.841,0.544,-7.347,0.0309,0.194,0.108,115.994,"Hey Stephen","Fearless",2008
"1058","Taylor Swift",0.223,0.578,0.34,-8.027,0.0264,0.305,0.104,92.702,"White Horse","Fearless",2008
"1059","Taylor Swift",0.443,0.687,0.783,-4.44,0.0386,0.162,0.114,129.964,"You Belong With Me","Fearless",2008
"1060","Taylor Swift",0.184,0.505,0.482,-7.372,0.0276,0.379,0.113,73.975,"Breathe","Fearless",2008
"1061","Taylor Swift",0.51,0.604,0.855,-3.097,0.038,0.0571,0.343,99.96,"Tell Me Why","Fearless",2008
"1062","Taylor Swift",0.276,0.475,0.452,-4.134,0.027,0.146,0.108,133.959,"You're Not Sorry","Fearless",2008
"1063","Taylor Swift",0.398,0.433,0.7,-3.709,0.0336,0.0408,0.115,160.927,"The Way I Loved You","Fearless",2008
"1064","Taylor Swift",0.544,0.608,0.821,-4.985,0.0576,0.0752,0.11,128.042,"Forever & Always","Fearless",2008
"1065","Taylor Swift",0.396,0.666,0.434,-8.543,0.0289,0.647,0.124,126.084,"The Best Day","Fearless",2008
"1066","Taylor Swift",0.215,0.541,0.77,-4.17,0.0354,0.00408,0.117,96.013,"Change","Fearless",2008
"1067","Taylor Swift",0.655,0.715,0.275,-12.397,0.93,0.787,0.2,108.767,"Fearless - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1068","Taylor Swift",0.474,0.596,0.709,-4.373,0.0275,0.04,0.304,100.028,"Fearless","Fearless (Big Machine Radio Release Special)",2008
"1069","Taylor Swift",0.773,0.787,0.178,-15.183,0.93,0.791,0.142,61.867,"Fifteen - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1070","Taylor Swift",0.197,0.55,0.64,-4.448,0.0266,0.0687,0.131,95.487,"Fifteen","Fearless (Big Machine Radio Release Special)",2008
"1071","Taylor Swift",0.594,0.715,0.26,-12.643,0.922,0.81,0.179,90.743,"Love Story - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1072","Taylor Swift",0.306,0.617,0.741,-3.97,0.0311,0.131,0.0772,118.984,"Love Story","Fearless (Big Machine Radio Release Special)",2008
"1073","Taylor Swift",0.623,0.806,0.28,-12.117,0.881,0.881,0.179,47.607,"Hey Stephen - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1074","Taylor Swift",0.809,0.841,0.556,-7.35,0.0319,0.167,0.0966,116.01,"Hey Stephen","Fearless (Big Machine Radio Release Special)",2008
"1075","Taylor Swift",0.832,0.778,0.237,-12.989,0.931,0.796,0.147,103.247,"White Horse - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1076","Taylor Swift",0.212,0.58,0.357,-8.082,0.027,0.324,0.101,92.598,"White Horse","Fearless (Big Machine Radio Release Special)",2008
"1077","Taylor Swift",0.728,0.792,0.263,-12.043,0.938,0.795,0.161,126.254,"You Belong With Me - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1078","Taylor Swift",0.435,0.687,0.745,-4.432,0.0379,0.178,0.111,129.966,"You Belong With Me","Fearless (Big Machine Radio Release Special)",2008
"1079","Taylor Swift",0.739,0.796,0.202,-14.718,0.895,0.873,0.17,99.358,"Breathe - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1080","Taylor Swift",0.174,0.491,0.475,-7.405,0.0268,0.37,0.118,147.988,"Breathe","Fearless (Big Machine Radio Release Special)",2008
"1081","Taylor Swift",0.807,0.689,0.267,-12.169,0.928,0.64,0.356,99.948,"Tell Me Why - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1082","Taylor Swift",0.488,0.604,0.851,-3.08,0.0394,0.0697,0.358,100.007,"Tell Me Why","Fearless (Big Machine Radio Release Special)",2008
"1083","Taylor Swift",0.668,0.746,0.27,-13.099,0.918,0.783,0.147,62.327,"You're Not Sorry - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1084","Taylor Swift",0.285,0.469,0.449,-4.152,0.0274,0.153,0.112,133.939,"You're Not Sorry","Fearless (Big Machine Radio Release Special)",2008
"1085","Taylor Swift",0.767,0.823,0.25,-12.734,0.937,0.873,0.167,111.601,"The Way I Loved You - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1086","Taylor Swift",0.41,0.444,0.727,-3.682,0.033,0.0339,0.111,160.989,"The Way I Loved You","Fearless (Big Machine Radio Release Special)",2008
"1087","Taylor Swift",0.715,0.702,0.251,-13.557,0.939,0.857,0.193,67.722,"Forever & Always - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1088","Taylor Swift",0.486,0.606,0.826,-4.974,0.0557,0.0799,0.189,128.052,"Forever & Always","Fearless (Big Machine Radio Release Special)",2008
"1089","Taylor Swift",0.697,0.643,0.304,-12.174,0.905,0.773,0.4,84.469,"The Best Day - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1090","Taylor Swift",0.345,0.666,0.449,-8.569,0.029,0.622,0.149,126.083,"The Best Day","Fearless (Big Machine Radio Release Special)",2008
"1091","Taylor Swift",0.54,0.772,0.334,-11.779,0.865,0.625,0.372,78.855,"Change - Commentary","Fearless (Big Machine Radio Release Special)",2008
"1092","Taylor Swift",0.207,0.541,0.757,-4.212,0.0386,0.00434,0.112,96,"Change","Fearless (Big Machine Radio Release Special)",2008
"1093","Taylor Swift",0.373,0.536,0.671,-5.934,0.0263,0.00224,0.133,100.055,"Fearless - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1094","Taylor Swift",0.243,0.396,0.641,-8.717,0.0285,0.0046,0.127,191.014,"Fifteen - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1095","Taylor Swift",0.172,0.61,0.753,-5.869,0.0315,0.0189,0.108,119.036,"Love Story - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1096","Taylor Swift",0.965,0.755,0.571,-9.292,0.0538,0.00961,0.0675,116.038,"Hey Stephen - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1097","Taylor Swift",0.239,0.392,0.356,-11.235,0.0332,0.24,0.0991,185.714,"White Horse - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1098","Taylor Swift",0.221,0.677,0.723,-6.6,0.0346,0.00592,0.104,130.004,"You Belong With Me - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1099","Taylor Swift",0.218,0.585,0.469,-9.202,0.0271,0.0815,0.157,73.988,"Breathe - Instrumental only, no BV","Fearless (Karaoke Version)",2008
"1100","Taylor Swift",0.631,0.55,0.862,-5.727,0.0294,0.00159,0.392,100.042,"Tell Me Why - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1101","Taylor Swift",0.205,0.482,0.415,-6.354,0.0291,0.0112,0.0846,134.112,"You're Not Sorry - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1102","Taylor Swift",0.301,0.461,0.679,-5.597,0.0306,0.00135,0.112,160.845,"The Way I Loved You - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1103","Taylor Swift",0.435,0.603,0.751,-6.56,0.0357,0.000853,0.107,127.996,"Forever & Always - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1104","Taylor Swift",0.454,0.611,0.627,-11.901,0.0359,0.441,0.133,126.02,"The Best Day - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1105","Taylor Swift",0.177,0.515,0.733,-5.518,0.031,2.47e-05,0.131,96.012,"Change - Instrumental with BGV","Fearless (Karaoke Version)",2008
"1106","Taylor Swift",0.383,0.535,0.657,-6.031,0.0263,0.00232,0.322,100.059,"Fearless - Instrumental with BGV","Fearless Karaoke",2008
"1107","Taylor Swift",0.23,0.524,0.643,-8.768,0.0258,0.00503,0.129,95.449,"Fifteen - Instrumental with BGV","Fearless Karaoke",2008
"1108","Taylor Swift",0.155,0.61,0.735,-5.859,0.0315,0.0161,0.0865,119.038,"Love Story - Instrumental with BGV","Fearless Karaoke",2008
"1109","Taylor Swift",0.966,0.757,0.57,-9.281,0.0551,0.0116,0.0695,116.035,"Hey Stephen - Instrumental with BGV","Fearless Karaoke",2008
"1110","Taylor Swift",0.24,0.374,0.352,-11.242,0.0336,0.235,0.103,185.463,"White Horse - Instrumental with BGV","Fearless Karaoke",2008
"1111","Taylor Swift",0.2,0.667,0.741,-6.584,0.0348,0.00615,0.124,129.995,"You Belong With Me - Instrumental with BGV","Fearless Karaoke",2008
"1112","Taylor Swift",0.224,0.582,0.469,-9.192,0.027,0.0746,0.107,73.966,"Breathe - Instrumental only, no BV","Fearless Karaoke",2008
"1113","Taylor Swift",0.659,0.551,0.848,-5.722,0.0294,0.00104,0.36,100.037,"Tell Me Why - Instrumental with BGV","Fearless Karaoke",2008
"1114","Taylor Swift",0.184,0.457,0.417,-6.381,0.028,0.0105,0.0996,67.019,"You're Not Sorry - Instrumental with BGV","Fearless Karaoke",2008
"1115","Taylor Swift",0.333,0.466,0.704,-5.635,0.0313,0.00163,0.112,160.868,"The Way I Loved You - Instrumental with BGV","Fearless Karaoke",2008
"1116","Taylor Swift",0.475,0.593,0.762,-6.464,0.0348,0.000549,0.109,128.032,"Forever & Always - Instrumental with BGV","Fearless Karaoke",2008
"1117","Taylor Swift",0.424,0.61,0.625,-11.858,0.0386,0.448,0.158,126.036,"The Best Day - Instrumental with BGV","Fearless Karaoke",2008
"1118","Taylor Swift",0.179,0.523,0.706,-5.518,0.0307,2.54e-05,0.118,96.025,"Change - Instrumental with BGV","Fearless Karaoke",2008
"1119","Taylor Swift",0.82,0.618,0.687,-5.737,0.0271,0.111,0.0693,79.991,"Jump Then Fall","Fearless (Platinum Edition)",2008
"1120","Taylor Swift",0.288,0.419,0.454,-6.809,0.0335,0.0583,0.0974,200.017,"Untouchable","Fearless (Platinum Edition)",2008
"1121","Taylor Swift",0.294,0.592,0.16,-10.785,0.0347,0.852,0.116,118.929,"Forever & Always - Piano Version","Fearless (Platinum Edition)",2008
"1122","Taylor Swift",0.23,0.527,0.461,-6.172,0.0256,0.0961,0.24,143.94,"Come In With The Rain","Fearless (Platinum Edition)",2008
"1123","Taylor Swift",0.228,0.61,0.531,-6.123,0.0239,0.367,0.351,85.979,"SuperStar","Fearless (Platinum Edition)",2008
"1124","Taylor Swift",0.469,0.476,0.816,-4.279,0.0347,0.169,0.238,163.847,"The Other Side Of The Door","Fearless (Platinum Edition)",2008
"1125","Taylor Swift",0.467,0.598,0.714,-4.397,0.0273,0.0364,0.31,99.979,"Fearless","Fearless (Platinum Edition)",2008
"1126","Taylor Swift",0.214,0.559,0.636,-4.4,0.0263,0.0728,0.144,95.485,"Fifteen","Fearless (Platinum Edition)",2008
"1127","Taylor Swift",0.307,0.618,0.736,-3.937,0.0308,0.157,0.073,118.982,"Love Story","Fearless (Platinum Edition)",2008
"1128","Taylor Swift",0.825,0.843,0.553,-7.348,0.0317,0.168,0.107,115.997,"Hey Stephen","Fearless (Platinum Edition)",2008
"1129","Taylor Swift",0.195,0.585,0.346,-8.014,0.0256,0.302,0.102,92.564,"White Horse","Fearless (Platinum Edition)",2008
"1130","Taylor Swift",0.445,0.687,0.771,-4.424,0.0384,0.164,0.112,129.964,"You Belong With Me","Fearless (Platinum Edition)",2008
"1131","Taylor Swift",0.17,0.498,0.486,-7.384,0.0273,0.373,0.113,147.952,"Breathe","Fearless (Platinum Edition)",2008
"1132","Taylor Swift",0.513,0.601,0.852,-3.096,0.0386,0.0606,0.37,100.015,"Tell Me Why","Fearless (Platinum Edition)",2008
"1133","Taylor Swift",0.281,0.459,0.459,-4.126,0.0275,0.13,0.113,134.018,"You're Not Sorry","Fearless (Platinum Edition)",2008
"1134","Taylor Swift",0.379,0.436,0.712,-3.689,0.0329,0.0322,0.111,160.886,"The Way I Loved You","Fearless (Platinum Edition)",2008
"1135","Taylor Swift",0.514,0.605,0.829,-4.993,0.0549,0.0907,0.106,128.012,"Forever & Always","Fearless (Platinum Edition)",2008
"1136","Taylor Swift",0.364,0.664,0.447,-8.535,0.0292,0.611,0.139,126.079,"The Best Day","Fearless (Platinum Edition)",2008
"1137","Taylor Swift",0.224,0.548,0.756,-4.175,0.036,0.00471,0.117,96.038,"Change","Fearless (Platinum Edition)",2008
"1138","Taylor Swift",0.82,0.618,0.687,-5.737,0.0271,0.111,0.0693,79.991,"Jump Then Fall","Fearless Platinum Edition",2008
"1139","Taylor Swift",0.288,0.419,0.454,-6.809,0.0335,0.0583,0.0974,200.017,"Untouchable","Fearless Platinum Edition",2008
